ai: 0, aj: 0, ar: 0
ai: 372, aj: 37, ar: 1
ai: 372, aj: 38, ar: -1
ai: 373, aj: 39, ar: 1
ai: 373, aj: 38, ar: -1
ai: 374, aj: 5, ar: 1
ai: 374, aj: 4, ar: -1
ai: 374, aj: 35, ar: 1
ai: 374, aj: 36, ar: -1
ai: 374, aj: 37, ar: 1
ai: 374, aj: 38, ar: -1
ai: 375, aj: 40, ar: -1
ai: 376, aj: 3, ar: 1
ai: 376, aj: 2, ar: -1
ai: 376, aj: 65, ar: 1
ai: 376, aj: 66, ar: -1
ai: 376, aj: 66, ar: 1
ai: 376, aj: 67, ar: -1
ai: 377, aj: 3, ar: 1
ai: 377, aj: 67, ar: -1
ai: 377, aj: 1, ar: 1
ai: 377, aj: 2, ar: -1
ai: 378, aj: 3, ar: 1
ai: 378, aj: 2, ar: -1
ai: 378, aj: 65, ar: 1
ai: 378, aj: 66, ar: -1
ai: 378, aj: 66, ar: 1
ai: 378, aj: 67, ar: -1
ai: 379, aj: 3, ar: 1
ai: 379, aj: 68, ar: -1
ai: 379, aj: 1, ar: 1
ai: 379, aj: 2, ar: -1
ai: 380, aj: 3, ar: 1
ai: 380, aj: 2, ar: -1
ai: 380, aj: 65, ar: 1
ai: 380, aj: 66, ar: -1
ai: 380, aj: 66, ar: 1
ai: 380, aj: 67, ar: -1
ai: 381, aj: 70, ar: -1
ai: 382, aj: 67, ar: 1
ai: 382, aj: 3, ar: -1
ai: 382, aj: 65, ar: 1
ai: 382, aj: 66, ar: -1
ai: 383, aj: 67, ar: 1
ai: 383, aj: 66, ar: -1
ai: 384, aj: 4, ar: 1
ai: 384, aj: 3, ar: -1
ai: 384, aj: 65, ar: 1
ai: 384, aj: 66, ar: -1
ai: 384, aj: 67, ar: 1
ai: 384, aj: 68, ar: -1
ai: 384, aj: 68, ar: 1
ai: 384, aj: 69, ar: -1
ai: 385, aj: 70, ar: -1
ai: 386, aj: 67, ar: 1
ai: 386, aj: 4, ar: -1
ai: 386, aj: 65, ar: 1
ai: 386, aj: 66, ar: -1
ai: 387, aj: 67, ar: 1
ai: 387, aj: 66, ar: -1
ai: 388, aj: 5, ar: 1
ai: 388, aj: 4, ar: -1
ai: 388, aj: 65, ar: 1
ai: 388, aj: 66, ar: -1
ai: 388, aj: 67, ar: 1
ai: 388, aj: 68, ar: -1
ai: 389, aj: 69, ar: 1
ai: 389, aj: 68, ar: -1
ai: 390, aj: 5, ar: 1
ai: 390, aj: 4, ar: -1
ai: 390, aj: 65, ar: 1
ai: 390, aj: 66, ar: -1
ai: 390, aj: 67, ar: 1
ai: 390, aj: 68, ar: -1
ai: 391, aj: 70, ar: -1
ai: 392, aj: 3, ar: 1
ai: 392, aj: 2, ar: -1
ai: 392, aj: 85, ar: 1
ai: 392, aj: 86, ar: -1
ai: 392, aj: 86, ar: 1
ai: 392, aj: 87, ar: -1
ai: 393, aj: 3, ar: 1
ai: 393, aj: 87, ar: -1
ai: 393, aj: 1, ar: 1
ai: 393, aj: 2, ar: -1
ai: 394, aj: 3, ar: 1
ai: 394, aj: 2, ar: -1
ai: 394, aj: 85, ar: 1
ai: 394, aj: 86, ar: -1
ai: 394, aj: 86, ar: 1
ai: 394, aj: 87, ar: -1
ai: 395, aj: 3, ar: 1
ai: 395, aj: 88, ar: -1
ai: 395, aj: 1, ar: 1
ai: 395, aj: 2, ar: -1
ai: 396, aj: 3, ar: 1
ai: 396, aj: 2, ar: -1
ai: 396, aj: 85, ar: 1
ai: 396, aj: 86, ar: -1
ai: 396, aj: 86, ar: 1
ai: 396, aj: 87, ar: -1
ai: 397, aj: 90, ar: -1
ai: 398, aj: 87, ar: 1
ai: 398, aj: 3, ar: -1
ai: 398, aj: 85, ar: 1
ai: 398, aj: 86, ar: -1
ai: 399, aj: 87, ar: 1
ai: 399, aj: 86, ar: -1
ai: 400, aj: 4, ar: 1
ai: 400, aj: 3, ar: -1
ai: 400, aj: 85, ar: 1
ai: 400, aj: 86, ar: -1
ai: 400, aj: 87, ar: 1
ai: 400, aj: 88, ar: -1
ai: 400, aj: 88, ar: 1
ai: 400, aj: 89, ar: -1
ai: 401, aj: 90, ar: -1
ai: 402, aj: 87, ar: 1
ai: 402, aj: 4, ar: -1
ai: 402, aj: 85, ar: 1
ai: 402, aj: 86, ar: -1
ai: 403, aj: 87, ar: 1
ai: 403, aj: 86, ar: -1
ai: 404, aj: 5, ar: 1
ai: 404, aj: 4, ar: -1
ai: 404, aj: 85, ar: 1
ai: 404, aj: 86, ar: -1
ai: 404, aj: 87, ar: 1
ai: 404, aj: 88, ar: -1
ai: 405, aj: 89, ar: 1
ai: 405, aj: 88, ar: -1
ai: 406, aj: 5, ar: 1
ai: 406, aj: 4, ar: -1
ai: 406, aj: 85, ar: 1
ai: 406, aj: 86, ar: -1
ai: 406, aj: 87, ar: 1
ai: 406, aj: 88, ar: -1
ai: 407, aj: 90, ar: -1
ai: 408, aj: 3, ar: 1
ai: 408, aj: 2, ar: -1
ai: 408, aj: 145, ar: 1
ai: 408, aj: 146, ar: -1
ai: 408, aj: 146, ar: 1
ai: 408, aj: 147, ar: -1
ai: 409, aj: 3, ar: 1
ai: 409, aj: 147, ar: -1
ai: 409, aj: 1, ar: 1
ai: 409, aj: 2, ar: -1
ai: 410, aj: 3, ar: 1
ai: 410, aj: 2, ar: -1
ai: 410, aj: 145, ar: 1
ai: 410, aj: 146, ar: -1
ai: 410, aj: 146, ar: 1
ai: 410, aj: 147, ar: -1
ai: 411, aj: 3, ar: 1
ai: 411, aj: 148, ar: -1
ai: 411, aj: 1, ar: 1
ai: 411, aj: 2, ar: -1
ai: 412, aj: 3, ar: 1
ai: 412, aj: 2, ar: -1
ai: 412, aj: 145, ar: 1
ai: 412, aj: 146, ar: -1
ai: 412, aj: 146, ar: 1
ai: 412, aj: 147, ar: -1
ai: 413, aj: 150, ar: -1
ai: 414, aj: 147, ar: 1
ai: 414, aj: 3, ar: -1
ai: 414, aj: 145, ar: 1
ai: 414, aj: 146, ar: -1
ai: 415, aj: 147, ar: 1
ai: 415, aj: 146, ar: -1
ai: 416, aj: 4, ar: 1
ai: 416, aj: 3, ar: -1
ai: 416, aj: 145, ar: 1
ai: 416, aj: 146, ar: -1
ai: 416, aj: 147, ar: 1
ai: 416, aj: 148, ar: -1
ai: 416, aj: 148, ar: 1
ai: 416, aj: 149, ar: -1
ai: 417, aj: 150, ar: -1
ai: 418, aj: 147, ar: 1
ai: 418, aj: 4, ar: -1
ai: 418, aj: 145, ar: 1
ai: 418, aj: 146, ar: -1
ai: 419, aj: 147, ar: 1
ai: 419, aj: 146, ar: -1
ai: 420, aj: 5, ar: 1
ai: 420, aj: 4, ar: -1
ai: 420, aj: 145, ar: 1
ai: 420, aj: 146, ar: -1
ai: 420, aj: 147, ar: 1
ai: 420, aj: 148, ar: -1
ai: 421, aj: 149, ar: 1
ai: 421, aj: 148, ar: -1
ai: 422, aj: 5, ar: 1
ai: 422, aj: 4, ar: -1
ai: 422, aj: 145, ar: 1
ai: 422, aj: 146, ar: -1
ai: 422, aj: 147, ar: 1
ai: 422, aj: 148, ar: -1
ai: 423, aj: 150, ar: -1
ai: 424, aj: 3, ar: 1
ai: 424, aj: 2, ar: -1
ai: 424, aj: 165, ar: 1
ai: 424, aj: 166, ar: -1
ai: 424, aj: 166, ar: 1
ai: 424, aj: 167, ar: -1
ai: 425, aj: 3, ar: 1
ai: 425, aj: 167, ar: -1
ai: 425, aj: 1, ar: 1
ai: 425, aj: 2, ar: -1
ai: 426, aj: 3, ar: 1
ai: 426, aj: 2, ar: -1
ai: 426, aj: 165, ar: 1
ai: 426, aj: 166, ar: -1
ai: 426, aj: 166, ar: 1
ai: 426, aj: 167, ar: -1
ai: 427, aj: 3, ar: 1
ai: 427, aj: 168, ar: -1
ai: 427, aj: 1, ar: 1
ai: 427, aj: 2, ar: -1
ai: 428, aj: 3, ar: 1
ai: 428, aj: 2, ar: -1
ai: 428, aj: 165, ar: 1
ai: 428, aj: 166, ar: -1
ai: 428, aj: 166, ar: 1
ai: 428, aj: 167, ar: -1
ai: 429, aj: 170, ar: -1
ai: 430, aj: 167, ar: 1
ai: 430, aj: 3, ar: -1
ai: 430, aj: 165, ar: 1
ai: 430, aj: 166, ar: -1
ai: 431, aj: 167, ar: 1
ai: 431, aj: 166, ar: -1
ai: 432, aj: 4, ar: 1
ai: 432, aj: 3, ar: -1
ai: 432, aj: 165, ar: 1
ai: 432, aj: 166, ar: -1
ai: 432, aj: 167, ar: 1
ai: 432, aj: 168, ar: -1
ai: 432, aj: 168, ar: 1
ai: 432, aj: 169, ar: -1
ai: 433, aj: 170, ar: -1
ai: 434, aj: 167, ar: 1
ai: 434, aj: 4, ar: -1
ai: 434, aj: 165, ar: 1
ai: 434, aj: 166, ar: -1
ai: 435, aj: 167, ar: 1
ai: 435, aj: 166, ar: -1
ai: 436, aj: 5, ar: 1
ai: 436, aj: 4, ar: -1
ai: 436, aj: 165, ar: 1
ai: 436, aj: 166, ar: -1
ai: 436, aj: 167, ar: 1
ai: 436, aj: 168, ar: -1
ai: 437, aj: 169, ar: 1
ai: 437, aj: 168, ar: -1
ai: 438, aj: 5, ar: 1
ai: 438, aj: 4, ar: -1
ai: 438, aj: 165, ar: 1
ai: 438, aj: 166, ar: -1
ai: 438, aj: 167, ar: 1
ai: 438, aj: 168, ar: -1
ai: 439, aj: 170, ar: -1
ai: 440, aj: 3, ar: 1
ai: 440, aj: 2, ar: -1
ai: 440, aj: 195, ar: 1
ai: 440, aj: 196, ar: -1
ai: 440, aj: 196, ar: 1
ai: 440, aj: 197, ar: -1
ai: 441, aj: 3, ar: 1
ai: 441, aj: 197, ar: -1
ai: 441, aj: 1, ar: 1
ai: 441, aj: 2, ar: -1
ai: 442, aj: 3, ar: 1
ai: 442, aj: 2, ar: -1
ai: 442, aj: 195, ar: 1
ai: 442, aj: 196, ar: -1
ai: 442, aj: 196, ar: 1
ai: 442, aj: 197, ar: -1
ai: 443, aj: 3, ar: 1
ai: 443, aj: 198, ar: -1
ai: 443, aj: 1, ar: 1
ai: 443, aj: 2, ar: -1
ai: 444, aj: 3, ar: 1
ai: 444, aj: 2, ar: -1
ai: 444, aj: 195, ar: 1
ai: 444, aj: 196, ar: -1
ai: 444, aj: 196, ar: 1
ai: 444, aj: 197, ar: -1
ai: 445, aj: 200, ar: -1
ai: 446, aj: 197, ar: 1
ai: 446, aj: 3, ar: -1
ai: 446, aj: 195, ar: 1
ai: 446, aj: 196, ar: -1
ai: 447, aj: 197, ar: 1
ai: 447, aj: 196, ar: -1
ai: 448, aj: 4, ar: 1
ai: 448, aj: 3, ar: -1
ai: 448, aj: 195, ar: 1
ai: 448, aj: 196, ar: -1
ai: 448, aj: 197, ar: 1
ai: 448, aj: 198, ar: -1
ai: 448, aj: 198, ar: 1
ai: 448, aj: 199, ar: -1
ai: 449, aj: 200, ar: -1
ai: 450, aj: 197, ar: 1
ai: 450, aj: 4, ar: -1
ai: 450, aj: 195, ar: 1
ai: 450, aj: 196, ar: -1
ai: 451, aj: 197, ar: 1
ai: 451, aj: 196, ar: -1
ai: 452, aj: 5, ar: 1
ai: 452, aj: 4, ar: -1
ai: 452, aj: 195, ar: 1
ai: 452, aj: 196, ar: -1
ai: 452, aj: 197, ar: 1
ai: 452, aj: 198, ar: -1
ai: 453, aj: 199, ar: 1
ai: 453, aj: 198, ar: -1
ai: 454, aj: 5, ar: 1
ai: 454, aj: 4, ar: -1
ai: 454, aj: 195, ar: 1
ai: 454, aj: 196, ar: -1
ai: 454, aj: 197, ar: 1
ai: 454, aj: 198, ar: -1
ai: 455, aj: 200, ar: -1
ai: 456, aj: 3, ar: 1
ai: 456, aj: 2, ar: -1
ai: 456, aj: 235, ar: 1
ai: 456, aj: 236, ar: -1
ai: 456, aj: 236, ar: 1
ai: 456, aj: 237, ar: -1
ai: 457, aj: 3, ar: 1
ai: 457, aj: 237, ar: -1
ai: 457, aj: 1, ar: 1
ai: 457, aj: 2, ar: -1
ai: 458, aj: 3, ar: 1
ai: 458, aj: 2, ar: -1
ai: 458, aj: 235, ar: 1
ai: 458, aj: 236, ar: -1
ai: 458, aj: 236, ar: 1
ai: 458, aj: 237, ar: -1
ai: 459, aj: 3, ar: 1
ai: 459, aj: 238, ar: -1
ai: 459, aj: 1, ar: 1
ai: 459, aj: 2, ar: -1
ai: 460, aj: 3, ar: 1
ai: 460, aj: 2, ar: -1
ai: 460, aj: 235, ar: 1
ai: 460, aj: 236, ar: -1
ai: 460, aj: 236, ar: 1
ai: 460, aj: 237, ar: -1
ai: 461, aj: 240, ar: -1
ai: 462, aj: 237, ar: 1
ai: 462, aj: 3, ar: -1
ai: 462, aj: 235, ar: 1
ai: 462, aj: 236, ar: -1
ai: 463, aj: 237, ar: 1
ai: 463, aj: 236, ar: -1
ai: 464, aj: 4, ar: 1
ai: 464, aj: 3, ar: -1
ai: 464, aj: 235, ar: 1
ai: 464, aj: 236, ar: -1
ai: 464, aj: 237, ar: 1
ai: 464, aj: 238, ar: -1
ai: 464, aj: 238, ar: 1
ai: 464, aj: 239, ar: -1
ai: 465, aj: 240, ar: -1
ai: 466, aj: 237, ar: 1
ai: 466, aj: 4, ar: -1
ai: 466, aj: 235, ar: 1
ai: 466, aj: 236, ar: -1
ai: 467, aj: 237, ar: 1
ai: 467, aj: 236, ar: -1
ai: 468, aj: 5, ar: 1
ai: 468, aj: 4, ar: -1
ai: 468, aj: 235, ar: 1
ai: 468, aj: 236, ar: -1
ai: 468, aj: 237, ar: 1
ai: 468, aj: 238, ar: -1
ai: 469, aj: 239, ar: 1
ai: 469, aj: 238, ar: -1
ai: 470, aj: 5, ar: 1
ai: 470, aj: 4, ar: -1
ai: 470, aj: 235, ar: 1
ai: 470, aj: 236, ar: -1
ai: 470, aj: 237, ar: 1
ai: 470, aj: 238, ar: -1
ai: 471, aj: 240, ar: -1
glp_load_mat: ia[664] = 344; ja[664] = 16; duplicate indices not allowed
Error detected in file glpapi01.c at line 1032
